true_label,pred_label,confidence
3,3,1.0
8,8,1.0
8,8,0.9999439716339111
0,0,0.9999998807907104
6,6,1.0
6,6,1.0
1,1,1.0
6,6,1.0
3,3,1.0
1,1,0.9999998807907104
0,0,1.0
9,9,1.0
5,5,0.9999641180038452
7,7,1.0
9,9,1.0
8,8,0.9973092079162598
5,5,0.9999797344207764
7,7,1.0
8,8,1.0
6,6,1.0
7,7,0.5881302952766418
0,0,0.9999977350234985
4,4,0.9281550645828247
9,9,1.0
5,5,0.9999998807907104
2,2,0.9999548196792603
4,4,1.0
0,0,1.0
9,9,0.9999501705169678
6,6,1.0
6,6,1.0
5,5,1.0
4,4,0.9999518394470215
5,5,1.0
9,9,1.0
2,2,0.992667019367218
4,4,0.9999985694885254
1,1,0.9329662322998047
9,9,1.0
5,5,1.0
4,4,1.0
6,6,1.0
5,5,1.0
6,6,1.0
0,0,1.0
9,9,1.0
3,3,0.9993672966957092
9,9,0.9996263980865479
7,7,1.0
6,6,0.9999990463256836
9,9,1.0
8,8,1.0
0,3,0.9955281615257263
3,3,0.9994934797286987
8,8,1.0
8,8,1.0
7,7,1.0
7,3,0.5347517728805542
4,4,0.3760484755039215
6,3,0.9990410208702087
7,7,1.0
3,5,0.7929787039756775
6,6,1.0
3,3,0.999963641166687
6,6,1.0
2,2,1.0
1,1,0.9999980926513672
2,2,0.9999736547470093
3,3,0.9470289349555969
7,7,0.999534010887146
2,2,1.0
6,6,1.0
8,8,1.0
8,8,1.0
0,0,0.9972202777862549
2,2,1.0
9,9,1.0
3,3,1.0
3,3,0.9992818236351013
8,8,1.0
8,8,1.0
1,1,1.0
1,1,0.9999997615814209
7,7,1.0
2,2,1.0
5,5,0.9527883529663086
2,2,0.9673799276351929
7,7,0.9975430965423584
8,8,1.0
9,9,0.9999996423721313
0,0,1.0
3,3,1.0
8,8,1.0
6,6,1.0
4,4,1.0
6,6,0.9399670362472534
6,6,0.9999932050704956
0,0,0.9999849796295166
0,0,1.0
7,7,1.0
4,4,1.0
5,5,0.9999969005584717
6,6,1.0
3,3,1.0
1,1,1.0
1,1,1.0
3,3,0.9998360872268677
6,6,1.0
8,8,1.0
7,7,1.0
4,4,0.9999998807907104
0,0,1.0
6,6,0.9999997615814209
2,2,1.0
1,1,0.9999997615814209
3,3,1.0
0,0,1.0
4,4,0.99996018409729
2,2,0.9358266592025757
7,7,0.9998517036437988
8,8,1.0
3,3,0.9999998807907104
1,1,1.0
2,2,1.0
8,8,1.0
0,9,0.759636402130127
8,8,1.0
3,3,0.9999871253967285
5,5,0.6527072191238403
2,2,0.9990059733390808
4,4,0.9988850951194763
1,1,1.0
8,8,1.0
9,9,1.0
1,1,0.9996988773345947
2,2,1.0
9,9,1.0
7,7,1.0
2,2,1.0
9,9,0.9999970197677612
6,6,1.0
5,5,1.0
6,6,1.0
3,3,0.9993910789489746
8,8,1.0
7,7,0.9992965459823608
6,6,1.0
2,6,0.9810196757316589
5,5,0.9979362487792969
2,2,1.0
8,8,0.9941483736038208
9,9,0.9999490976333618
6,6,1.0
0,0,0.9997968077659607
0,0,0.9999997615814209
5,5,0.9999960660934448
2,2,0.9999996423721313
9,9,1.0
5,3,0.8621216416358948
4,4,1.0
2,2,0.9999395608901978
1,1,1.0
6,6,1.0
6,6,1.0
8,0,0.9993759989738464
4,4,0.7308747172355652
8,8,0.9999998807907104
4,4,0.9999982118606567
5,5,1.0
0,8,0.9920333027839661
9,9,1.0
9,9,0.9996637105941772
9,9,1.0
8,8,0.9999995231628418
9,9,1.0
9,9,1.0
3,3,1.0
7,7,1.0
5,2,0.7859101891517639
0,0,1.0
0,0,0.999996542930603
5,5,0.9999998807907104
2,2,1.0
2,2,0.9998648166656494
3,3,1.0
8,8,1.0
6,6,1.0
3,3,1.0
4,2,0.8651227355003357
0,0,0.900786280632019
5,5,1.0
8,8,0.9998855590820312
0,7,0.876038134098053
1,1,0.9999986886978149
7,7,1.0
2,7,0.9936425685882568
8,8,1.0
8,8,1.0
7,7,1.0
8,8,1.0
5,5,0.9988847374916077
1,1,1.0
8,8,1.0
7,7,1.0
1,1,1.0
3,3,1.0
0,0,0.9999023675918579
5,5,1.0
7,7,1.0
9,9,1.0
7,7,0.9975782036781311
4,4,0.9998575448989868
5,5,1.0
9,8,0.9999910593032837
8,8,0.5717272758483887
0,0,0.9998007416725159
7,7,1.0
9,9,1.0
8,8,0.9994907379150391
2,2,1.0
7,7,1.0
6,6,0.9636281132698059
9,9,1.0
4,4,0.9999982118606567
3,3,0.7877711057662964
9,9,1.0
6,3,0.6268913745880127
4,4,1.0
7,7,0.9997827410697937
6,6,0.979476273059845
5,5,1.0
1,1,1.0
5,5,0.9982181191444397
8,8,1.0
8,8,1.0
0,0,1.0
4,4,1.0
0,0,0.9998714923858643
5,5,0.9998037219047546
5,5,1.0
1,1,1.0
1,1,1.0
8,8,0.9999821186065674
9,9,1.0
0,0,1.0
3,3,0.9999622106552124
1,1,1.0
9,9,0.9999958276748657
2,2,1.0
2,2,0.9988476037979126
5,5,1.0
3,3,0.9999864101409912
9,9,1.0
9,9,0.9999991655349731
4,2,0.9804807305335999
0,0,0.9999126195907593
3,3,1.0
0,0,1.0
0,0,0.9962403774261475
9,9,0.9991551637649536
8,8,1.0
1,1,0.9999978542327881
5,5,1.0
7,3,0.6118971705436707
0,8,0.9775400161743164
8,8,0.9523534178733826
2,2,0.9999442100524902
4,4,1.0
7,7,1.0
0,0,0.9999780654907227
2,2,1.0
3,3,0.8637052774429321
6,6,1.0
3,3,0.9997658133506775
8,8,1.0
5,4,0.9264602065086365
0,0,0.9998993873596191
3,5,0.9541303515434265
4,4,1.0
3,3,0.9999372959136963
9,9,1.0
0,0,0.9993242025375366
6,6,1.0
1,1,1.0
0,0,0.999657392501831
9,9,1.0
1,1,1.0
0,0,0.7259865999221802
7,7,0.9953778982162476
9,9,1.0
1,1,1.0
2,2,1.0
6,6,1.0
9,9,0.9547370672225952
3,3,1.0
4,4,0.9999983310699463
6,6,1.0
0,0,1.0
0,0,1.0
6,6,1.0
6,6,1.0
6,6,1.0
3,3,0.9999970197677612
2,2,1.0
6,6,1.0
1,1,0.9002254605293274
8,8,1.0
2,2,0.9999874830245972
1,9,0.9520706534385681
6,2,0.9130874872207642
8,8,1.0
6,6,1.0
8,8,0.8466765284538269
0,5,0.9814584851264954
4,4,0.9999972581863403
0,0,0.9914173483848572
7,7,0.7881590127944946
7,7,0.9999992847442627
5,5,0.9999979734420776
5,5,1.0
3,3,1.0
5,5,1.0
2,2,1.0
3,3,0.8759338855743408
4,4,0.9997852444648743
1,1,0.9999998807907104
7,7,1.0
5,5,1.0
4,4,0.9999998807907104
6,6,0.9999998807907104
1,1,1.0
9,9,1.0
3,3,0.9999697208404541
6,6,1.0
6,6,1.0
9,9,1.0
3,3,1.0
8,8,1.0
0,0,0.9997223019599915
7,7,0.9999935626983643
2,2,0.999625563621521
6,6,0.9999624490737915
2,0,0.9535485506057739
5,5,1.0
8,8,1.0
5,5,0.9915904402732849
4,4,1.0
6,6,1.0
8,8,1.0
9,9,1.0
9,9,1.0
1,1,1.0
0,0,0.9965257048606873
2,2,0.9999998807907104
2,2,0.9999998807907104
7,4,0.9650749564170837
3,3,0.7844595313072205
2,2,0.9478522539138794
8,8,1.0
0,0,1.0
9,9,1.0
5,5,0.9999998807907104
8,8,1.0
1,1,0.9998880624771118
9,9,1.0
4,4,0.9999990463256836
1,1,0.9988335967063904
3,3,0.9956151247024536
8,8,0.9961776733398438
1,1,1.0
4,4,0.9999881982803345
7,7,1.0
9,9,1.0
4,4,0.9982191920280457
2,2,1.0
7,7,1.0
0,0,0.7161911129951477
7,7,0.9999998807907104
0,8,0.9999911785125732
6,6,1.0
6,6,1.0
9,9,1.0
0,0,1.0
9,9,0.9983068704605103
2,5,0.9999836683273315
8,8,0.9998835325241089
7,7,1.0
2,2,0.9999862909317017
2,2,0.9999904632568359
5,5,1.0
1,1,1.0
2,2,1.0
6,6,1.0
2,2,1.0
9,9,0.9990370273590088
6,6,1.0
2,2,0.9999710321426392
3,3,1.0
0,0,0.9715576767921448
3,3,1.0
9,9,1.0
8,8,0.9999902248382568
7,7,1.0
8,8,0.9988217949867249
8,8,1.0
4,2,0.6813750863075256
0,0,1.0
1,1,0.9999995231628418
8,8,1.0
2,2,0.9999946355819702
7,7,1.0
9,9,0.9998722076416016
3,3,0.569505512714386
6,6,1.0
1,1,1.0
9,9,1.0
0,0,0.9983161687850952
7,7,1.0
3,3,0.9999974966049194
7,7,1.0
4,4,1.0
5,5,1.0
0,8,0.5788578987121582
0,0,0.9999996423721313
2,2,1.0
9,9,1.0
3,6,0.9925381541252136
4,4,0.9832777380943298
0,0,0.9998052716255188
6,6,1.0
2,2,0.9999821186065674
5,5,0.9997978806495667
3,3,0.9981266856193542
7,7,0.9860085844993591
3,3,0.9999998807907104
7,7,1.0
2,2,0.9991125464439392
5,5,0.9999990463256836
3,3,1.0
1,1,0.9726324677467346
1,1,1.0
4,4,0.9974529147148132
9,9,1.0
9,9,1.0
5,5,1.0
7,7,1.0
5,5,1.0
0,0,0.9979507327079773
2,2,1.0
2,2,0.6168172955513
2,2,1.0
9,9,1.0
7,7,1.0
3,3,1.0
9,9,1.0
4,4,0.9748365879058838
3,3,0.648698091506958
5,5,0.9999971389770508
4,4,0.9926884770393372
6,2,0.6638882756233215
5,5,1.0
6,6,0.9999967813491821
1,1,1.0
4,4,0.9999927282333374
3,3,0.9992635846138
4,4,1.0
4,4,1.0
3,3,1.0
7,7,0.6711620092391968
8,8,1.0
