true_label,pred_label,confidence
0,394,0.3565460443496704
0,0,0.8578373789787292
0,939,0.3574448227882385
0,0,0.9766910672187805
0,0,0.8327341079711914
0,0,0.9002402424812317
0,0,0.9562428593635559
0,0,0.8931864500045776
0,0,0.8766601085662842
0,0,0.9036506414413452
0,133,0.6912527680397034
0,0,0.8297598958015442
0,0,0.8668311238288879
0,0,0.8888556361198425
0,0,0.9140341877937317
0,0,0.8584213256835938
0,0,0.9784560203552246
0,0,0.8893530964851379
0,0,0.9759174585342407
0,0,0.4808644950389862
0,0,0.8537644743919373
0,0,0.9787707924842834
0,0,0.9241770505905151
0,0,0.8650506138801575
0,0,0.9749894142150879
0,0,0.9157305359840393
0,0,0.9401382207870483
0,0,0.42422816157341003
0,0,0.9090811610221863
0,0,0.5915061831474304
0,0,0.9031346440315247
0,0,0.8687556982040405
0,0,0.12422836571931839
0,0,0.9438406229019165
0,0,0.8676432371139526
0,0,0.574691653251648
0,0,0.445229172706604
0,0,0.643799901008606
0,0,0.8843496441841125
0,0,0.9398945569992065
0,0,0.8864243626594543
0,0,0.9838724732398987
0,0,0.921566903591156
0,0,0.9872708320617676
0,0,0.8730860352516174
0,0,0.9670674204826355
0,0,0.9704566597938538
0,0,0.9025702476501465
0,0,0.9248949885368347
0,0,0.8725117444992065
1,115,0.9001040458679199
1,1,0.9636355042457581
1,1,0.9780266284942627
1,1,0.8635560870170593
1,1,0.1864280253648758
1,1,0.765140175819397
1,1,0.8243682384490967
1,1,0.84056156873703
1,1,0.9122474789619446
1,1,0.3808460235595703
1,1,0.9214281439781189
1,111,0.8759706616401672
1,1,0.9340405464172363
1,1,0.9008688926696777
1,1,0.7609453201293945
1,1,0.8761231303215027
1,1,0.9292633533477783
1,975,0.0936819389462471
1,1,0.8709890842437744
1,1,0.9274662733078003
1,1,0.9408654570579529
1,1,0.9268074035644531
1,1,0.9715844988822937
1,1,0.673915445804596
1,1,0.9026340842247009
1,1,0.9453657269477844
1,1,0.8794777393341064
1,1,0.9437989592552185
1,1,0.8755927681922913
1,1,0.5206348299980164
1,1,0.6460907459259033
1,1,0.8181195259094238
1,1,0.8834663033485413
1,1,0.627309262752533
1,1,0.871210515499115
1,1,0.7947909235954285
1,1,0.8165544867515564
1,1,0.4464793801307678
1,1,0.4549654424190521
1,1,0.9426629543304443
1,1,0.9556390047073364
1,328,0.27353984117507935
1,1,0.698973536491394
1,1,0.9528045058250427
1,1,0.9477704167366028
1,1,0.8253152370452881
1,1,0.6289629936218262
1,1,0.9862275719642639
1,1,0.9293417930603027
1,1,0.33032646775245667
2,2,0.9622577428817749
2,2,0.9504235982894897
2,2,0.36809995770454407
2,2,0.6451660990715027
2,2,0.8601316809654236
2,4,0.38038548827171326
2,2,0.8958689570426941
2,148,0.2981436550617218
2,2,0.9130292534828186
2,2,0.22423583269119263
2,2,0.6776466369628906
2,2,0.893756091594696
2,721,0.39687398076057434
2,2,0.6895333528518677
2,2,0.6786819696426392
2,2,0.8916906118392944
2,2,0.7754694819450378
2,2,0.6971270442008972
2,2,0.6868026852607727
2,2,0.8894277215003967
2,2,0.9395003318786621
2,2,0.6610857248306274
2,2,0.8813874125480652
2,2,0.9254609942436218
2,2,0.766194224357605
2,2,0.8955216407775879
2,2,0.6193847060203552
2,2,0.1720428466796875
2,2,0.989751935005188
2,2,0.9473492503166199
2,3,0.9427963495254517
2,2,0.9416605830192566
2,2,0.9745402932167053
2,2,0.8910658359527588
2,2,0.48755449056625366
2,2,0.6777031421661377
2,2,0.9023537635803223
2,2,0.7712292671203613
2,2,0.7736973762512207
2,2,0.9212461709976196
2,2,0.738516092300415
2,2,0.7755304574966431
2,2,0.927534282207489
2,3,0.6931179165840149
2,2,0.9088661074638367
2,4,0.6692050099372864
2,4,0.38494834303855896
2,3,0.700900673866272
2,2,0.6884924173355103
2,2,0.8898495435714722
3,3,0.4327162504196167
3,3,0.7551377415657043
3,3,0.6054694056510925
3,3,0.6332699656486511
3,3,0.7855043411254883
3,2,0.4828623831272125
3,3,0.7400517463684082
3,3,0.8645693063735962
3,983,0.3538067936897278
3,3,0.7403490543365479
3,3,0.7962053418159485
3,3,0.41501620411872864
3,4,0.6659923791885376
3,3,0.7127705216407776
3,147,0.6513729691505432
3,2,0.42275068163871765
3,2,0.5422984957695007
3,3,0.6324673295021057
3,3,0.8770809173583984
3,4,0.5840550065040588
3,3,0.5720546841621399
3,3,0.9318854212760925
3,3,0.6020960211753845
3,3,0.7180233001708984
3,3,0.495015025138855
3,147,0.5879312753677368
3,3,0.8356968760490417
3,3,0.692095935344696
3,3,0.9454560279846191
3,3,0.3365996181964874
3,3,0.808758020401001
3,3,0.6164366602897644
3,3,0.9449962377548218
3,3,0.7709387540817261
3,3,0.5737344622612
3,3,0.970171332359314
3,3,0.7050679922103882
3,4,0.8865504860877991
3,3,0.5390263199806213
3,3,0.886400043964386
3,3,0.4961481988430023
3,3,0.7239243388175964
3,3,0.9560878872871399
3,3,0.5224851369857788
3,3,0.9378644824028015
3,3,0.5100042223930359
3,107,0.16826951503753662
3,3,0.41421008110046387
3,3,0.8794456124305725
3,3,0.5547270774841309
4,4,0.7107596397399902
4,4,0.7547475099563599
4,4,0.8383035659790039
4,4,0.621705174446106
4,4,0.9537957906723022
4,4,0.9618241786956787
4,4,0.5572212934494019
4,4,0.9122615456581116
4,391,0.47691670060157776
4,4,0.9617124199867249
4,4,0.4118610620498657
4,4,0.963659942150116
4,4,0.8909671306610107
4,4,0.9437605142593384
4,4,0.3302990794181824
4,4,0.9518943428993225
4,4,0.8635697960853577
4,587,0.22420041263103485
4,4,0.6084713339805603
4,4,0.4996021091938019
4,3,0.3567841649055481
4,2,0.7925126552581787
4,4,0.9128736853599548
4,4,0.6304370760917664
4,4,0.672508955001831
4,4,0.8382413387298584
4,4,0.8562363386154175
4,4,0.7331130504608154
4,4,0.7971962690353394
4,4,0.8294247388839722
4,4,0.7924631834030151
4,4,0.9692848920822144
4,4,0.6470972299575806
4,4,0.8855193257331848
4,6,0.4697374105453491
4,4,0.6691675186157227
4,4,0.8378036618232727
4,4,0.7126618027687073
4,4,0.7576475143432617
4,4,0.7480399012565613
4,123,0.16210024058818817
4,4,0.6301899552345276
4,4,0.9459188580513
4,4,0.8089187741279602
4,4,0.8848288059234619
4,4,0.5884542465209961
4,4,0.9468275308609009
4,4,0.5116598010063171
4,4,0.9554170966148376
4,4,0.9153924584388733
5,5,0.15249483287334442
5,5,0.8989713191986084
5,6,0.455363392829895
5,5,0.9237770438194275
5,5,0.9815779328346252
5,5,0.9852978587150574
5,5,0.6935478448867798
5,5,0.8898880481719971
5,5,0.9711945056915283
5,5,0.8536602854728699
5,6,0.46862611174583435
5,5,0.8694930672645569
5,467,0.057905521243810654
5,6,0.5329835414886475
5,6,0.2980029582977295
5,5,0.9560920000076294
5,5,0.8853598833084106
5,5,0.9373235702514648
5,5,0.44354909658432007
5,5,0.805391252040863
5,5,0.9006956219673157
5,5,0.48358574509620667
5,5,0.9129666686058044
5,3,0.7298493981361389
5,5,0.5233238935470581
5,5,0.7715350389480591
5,65,0.5969364047050476
5,5,0.9942948222160339
5,395,0.2798670828342438
5,5,0.8642694354057312
5,5,0.983302891254425
5,5,0.5439152717590332
5,5,0.4464239478111267
5,5,0.42875221371650696
5,5,0.9921488761901855
5,5,0.9711847305297852
5,5,0.9358738660812378
5,5,0.9453155994415283
5,5,0.9449253678321838
5,5,0.2393426150083542
5,5,0.9384178519248962
5,5,0.446563184261322
5,5,0.6435588002204895
5,6,0.18715953826904297
5,395,0.3302038013935089
