true_label,pred_label,confidence
0,394,0.46262794733047485
0,0,0.6344680786132812
0,0,0.40753889083862305
0,0,0.9076406359672546
0,0,0.8598291277885437
0,0,0.7055802345275879
0,0,0.9011045098304749
0,0,0.9321544766426086
0,0,0.8672313094139099
0,0,0.9197843670845032
0,133,0.9663403034210205
0,0,0.823255181312561
0,0,0.871097207069397
0,0,0.8749605417251587
0,0,0.9520772695541382
0,0,0.9183832406997681
0,0,0.9478252530097961
0,0,0.8960033059120178
0,0,0.9406744241714478
0,0,0.8359407782554626
0,0,0.9233468770980835
0,0,0.8558946251869202
0,0,0.9269110560417175
0,0,0.8899767994880676
0,0,0.9557737112045288
0,0,0.9242668747901917
0,0,0.8656765222549438
0,0,0.7681185007095337
0,0,0.9085985422134399
0,0,0.8158124685287476
0,0,0.9248559474945068
0,0,0.9139919281005859
0,0,0.7761203646659851
0,0,0.964282214641571
0,0,0.9447034001350403
0,758,0.2886151075363159
0,397,0.23610030114650726
0,0,0.8009551763534546
0,0,0.6404317617416382
0,0,0.8689163327217102
0,0,0.8798826932907104
0,0,0.8520340323448181
0,0,0.9196231365203857
0,0,0.8668855428695679
0,0,0.8780631422996521
0,0,0.9025763869285583
0,0,0.9376727342605591
0,0,0.8745399117469788
0,0,0.8993996381759644
0,0,0.8857555389404297
1,115,0.655516505241394
1,1,0.8309571743011475
1,1,0.9035865068435669
1,1,0.8453033566474915
1,467,0.21968422830104828
1,1,0.8435552716255188
1,1,0.9087969064712524
1,1,0.9423813819885254
1,1,0.8941279053688049
1,1,0.9046436548233032
1,1,0.9314884543418884
1,1,0.8265374302864075
1,1,0.9280024170875549
1,1,0.8993595242500305
1,1,0.9026799201965332
1,1,0.8927643895149231
1,1,0.9023287892341614
1,1,0.5270070433616638
1,1,0.8916366696357727
1,1,0.9503405094146729
1,1,0.6934942007064819
1,1,0.8954523801803589
1,1,0.8556298017501831
1,1,0.525117039680481
1,1,0.9002980589866638
1,1,0.8770628571510315
1,1,0.8795951008796692
1,1,0.8461740016937256
1,1,0.914466917514801
1,115,0.3014151155948639
1,1,0.886443018913269
1,1,0.8780914545059204
1,1,0.8683855533599854
1,1,0.815426766872406
1,1,0.8544110059738159
1,1,0.8675511479377747
1,1,0.8756917715072632
1,1,0.8826799392700195
1,1,0.6439763903617859
1,1,0.943225085735321
1,1,0.9398189783096313
1,328,0.7344424724578857
1,1,0.8636792898178101
1,1,0.8608691692352295
1,1,0.8783376812934875
1,1,0.9002142548561096
1,1,0.8065375685691833
1,1,0.9496919512748718
1,1,0.8119165301322937
1,1,0.9367968440055847
2,2,0.7916680574417114
2,2,0.8071305751800537
2,394,0.31441041827201843
2,2,0.8146352767944336
2,2,0.761085033416748
2,3,0.4517883360385895
2,2,0.8159783482551575
2,148,0.24526111781597137
2,2,0.9116222262382507
2,2,0.8700584173202515
2,2,0.4710051715373993
2,2,0.8878316283226013
2,2,0.8434984683990479
2,2,0.6751396059989929
2,2,0.7896122336387634
2,2,0.9435245394706726
2,2,0.9303543567657471
2,2,0.680704653263092
2,2,0.6295103430747986
2,2,0.9109256863594055
2,2,0.8644618988037109
2,2,0.8906446695327759
2,2,0.8749890923500061
2,2,0.8989335894584656
2,2,0.8344735503196716
2,2,0.9739899039268494
2,2,0.5166305899620056
2,150,0.3689263164997101
2,2,0.7500274777412415
2,2,0.9030516147613525
2,3,0.8948829770088196
2,2,0.8683361411094666
2,2,0.8525628447532654
2,2,0.9052770137786865
2,2,0.7100857496261597
2,2,0.8149086833000183
2,2,0.8747348785400391
2,2,0.9061201214790344
2,2,0.8554913997650146
2,2,0.9623208045959473
2,2,0.8359354734420776
2,2,0.645117998123169
2,2,0.7442420125007629
2,3,0.7281575798988342
2,2,0.9132950901985168
2,4,0.6146198511123657
2,4,0.696072518825531
2,2,0.7870545387268066
2,2,0.6196715831756592
2,2,0.8655070662498474
3,3,0.6220600605010986
3,3,0.8335288166999817
3,3,0.8313326835632324
3,2,0.5306419730186462
3,3,0.863409161567688
3,2,0.6206247210502625
3,3,0.8965545296669006
3,3,0.7423597574234009
3,3,0.3899777829647064
3,3,0.8857129812240601
3,3,0.8917601108551025
3,3,0.5162826776504517
3,3,0.3951130211353302
3,3,0.8546713590621948
3,149,0.33816713094711304
3,2,0.380403608083725
3,2,0.5105995535850525
3,3,0.8786143064498901
3,3,0.8279581665992737
3,4,0.7205420732498169
3,3,0.4440191984176636
3,3,0.729927122592926
3,3,0.8773778676986694
3,3,0.8272825479507446
3,3,0.40438854694366455
3,147,0.5957383513450623
3,3,0.8760910034179688
3,3,0.5695189237594604
3,3,0.8926820158958435
3,3,0.49959680438041687
3,3,0.8929520845413208
3,3,0.8662503361701965
3,3,0.9370525479316711
3,3,0.6364554762840271
3,3,0.5271662473678589
3,3,0.8958722949028015
3,3,0.4990476667881012
3,4,0.8680280447006226
3,3,0.9559153914451599
3,3,0.7006218433380127
3,3,0.767728865146637
3,3,0.6576150059700012
3,3,0.9305040240287781
3,3,0.8430907726287842
3,3,0.9500919580459595
3,3,0.6948416829109192
3,3,0.2749609649181366
3,3,0.7857985496520996
3,3,0.7876812219619751
3,2,0.7321654558181763
4,4,0.6397148966789246
4,4,0.8651979565620422
4,4,0.8600478172302246
4,2,0.5268574357032776
4,4,0.8494130373001099
4,4,0.8055795431137085
4,4,0.9177524447441101
4,4,0.8672183156013489
4,4,0.7789390683174133
4,4,0.9183018803596497
4,4,0.8431163430213928
4,4,0.8468757271766663
4,4,0.9463005661964417
4,4,0.8421139121055603
4,2,0.7770460247993469
4,4,0.5649750828742981
4,4,0.9145829677581787
4,4,0.6626386046409607
4,4,0.9103929996490479
4,4,0.3845970630645752
4,3,0.597579836845398
4,2,0.951886773109436
4,4,0.963175892829895
4,4,0.872404932975769
4,4,0.7763612866401672
4,4,0.6368278861045837
4,4,0.8929562568664551
4,4,0.9034582376480103
4,4,0.83701092004776
4,4,0.8351075649261475
4,4,0.7527891397476196
4,4,0.9260797500610352
4,4,0.8322768807411194
4,4,0.9150097370147705
4,150,0.7541092038154602
4,6,0.23729537427425385
4,4,0.8947493433952332
4,4,0.921241044998169
4,4,0.8406286239624023
4,4,0.7032890319824219
4,4,0.3097432851791382
4,4,0.8414489030838013
4,4,0.9501842856407166
4,4,0.8618871569633484
4,4,0.8790199756622314
4,4,0.8574536442756653
4,4,0.7301603555679321
4,4,0.7756261825561523
4,4,0.7879482507705688
4,4,0.7865179777145386
5,5,0.5239227414131165
5,5,0.7956591844558716
5,6,0.5759217143058777
