true_label,pred_label,confidence
0,394,0.8081101775169373
0,0,0.6876965761184692
0,0,0.3226824998855591
0,0,0.9429355263710022
0,0,0.9400082230567932
0,0,0.6204259395599365
0,0,0.9704580307006836
0,0,0.9559071063995361
0,0,0.8905924558639526
0,0,0.898971438407898
0,133,0.6702158451080322
0,0,0.9440299868583679
0,0,0.9326621890068054
0,0,0.7870437502861023
0,0,0.913543701171875
0,0,0.9569302797317505
0,0,0.9770845770835876
0,0,0.9005128145217896
0,0,0.9813446998596191
0,0,0.926652193069458
0,0,0.8902839422225952
0,0,0.57561194896698
0,0,0.9548249840736389
0,0,0.9290503859519958
0,0,0.9626004695892334
0,0,0.7791621088981628
0,0,0.8447393178939819
0,0,0.6998414397239685
0,0,0.9652503728866577
0,0,0.9334840774536133
0,0,0.9183080196380615
0,0,0.9560840725898743
0,0,0.29476121068000793
0,0,0.9629921317100525
0,0,0.9439438581466675
0,758,0.6477680206298828
0,0,0.22474607825279236
0,0,0.866070568561554
0,0,0.9566254019737244
0,0,0.896858274936676
0,0,0.8900600075721741
0,0,0.9492405652999878
0,0,0.8517509698867798
0,0,0.9886513948440552
0,0,0.9448983073234558
0,0,0.8884216547012329
0,0,0.9329380989074707
0,0,0.9347297549247742
0,0,0.9490960240364075
0,0,0.803942084312439
1,115,0.9111375212669373
1,1,0.2168915569782257
1,1,0.9349552392959595
1,1,0.8349453806877136
1,534,0.9321205615997314
1,1,0.8800690770149231
1,1,0.8828706741333008
1,1,0.9215456247329712
1,1,0.8846796751022339
1,1,0.9759320020675659
1,1,0.9776653051376343
1,1,0.5383960008621216
1,1,0.9386236071586609
1,1,0.9585050344467163
1,1,0.9882850646972656
1,1,0.7904513478279114
1,1,0.9576044082641602
1,913,0.141649067401886
1,1,0.23942174017429352
1,1,0.9904661178588867
1,1,0.3518449366092682
1,1,0.9061903953552246
1,1,0.9892598390579224
1,4,0.12718957662582397
1,1,0.9622791409492493
1,1,0.9740220308303833
1,1,0.9160032868385315
1,1,0.9164758324623108
1,1,0.8002700805664062
1,1,0.8453851342201233
1,1,0.7360047101974487
1,1,0.8716590404510498
1,1,0.9114718437194824
1,1,0.8467910885810852
1,1,0.9895839095115662
1,1,0.888314962387085
1,1,0.937823474407196
1,1,0.49946412444114685
1,1,0.8650555610656738
1,1,0.768165647983551
1,1,0.9577566385269165
1,328,0.368973046541214
1,1,0.8519696593284607
1,1,0.9690080881118774
1,1,0.8486948013305664
1,1,0.9606287479400635
1,1,0.885129988193512
1,1,0.9290164709091187
1,1,0.91973876953125
1,1,0.5738576650619507
2,2,0.8703779578208923
2,2,0.94797283411026
2,2,0.8968714475631714
2,2,0.5561564564704895
2,2,0.8575404286384583
2,2,0.391876220703125
2,2,0.9496608376502991
2,148,0.2809934914112091
2,2,0.8585435748100281
2,2,0.8418949842453003
2,2,0.6763054728507996
2,2,0.9175241589546204
2,721,0.18162117898464203
2,3,0.489326536655426
2,2,0.8426598310470581
2,2,0.8985117077827454
2,2,0.8668869733810425
2,2,0.4542371332645416
2,3,0.4817342460155487
2,2,0.937056839466095
2,2,0.9584367871284485
2,2,0.92476886510849
2,2,0.9368140697479248
2,2,0.9650163054466248
2,2,0.8319475054740906
2,2,0.9594544172286987
2,2,0.6657275557518005
2,149,0.26927173137664795
2,2,0.9799193143844604
2,2,0.9335867166519165
2,3,0.9616822600364685
2,2,0.9714168310165405
2,2,0.9736887216567993
2,2,0.753886342048645
2,2,0.7467402219772339
2,2,0.9396209716796875
2,2,0.9169718623161316
2,2,0.5591702461242676
2,2,0.7204790711402893
2,2,0.7449791431427002
2,2,0.4416569769382477
2,2,0.36559560894966125
2,2,0.8918156623840332
2,3,0.6828710436820984
2,2,0.9534591436386108
2,4,0.5621668696403503
2,4,0.25120171904563904
2,2,0.4877665340900421
2,2,0.8668723106384277
2,2,0.8731451034545898
3,3,0.7692413330078125
3,3,0.5484396815299988
3,3,0.5437854528427124
3,3,0.4395289123058319
3,3,0.9376479387283325
3,2,0.4056178033351898
3,3,0.9092535972595215
3,3,0.6815000176429749
3,983,0.5717414617538452
3,3,0.77910977602005
3,3,0.8033705949783325
3,3,0.6102052927017212
3,4,0.35602298378944397
3,3,0.9396219253540039
3,2,0.41029658913612366
3,2,0.5512480735778809
3,2,0.16914671659469604
3,3,0.6241356730461121
3,3,0.9105745553970337
3,4,0.5026540756225586
3,3,0.8194390535354614
3,3,0.8590970635414124
3,3,0.9020988345146179
3,3,0.783347487449646
3,3,0.6509770154953003
3,147,0.5112333297729492
3,3,0.8389018774032593
3,3,0.9246619343757629
3,3,0.9176807403564453
3,3,0.6141535639762878
3,3,0.9579713344573975
3,3,0.8261665105819702
3,3,0.9294005036354065
